id,workload,repr,chunk,elem,retained,n,base,appended,blocks,forks,depth,keep_all,region,lv_pos,batch,ops_per_sample,nsamples,median_ns,p95_ns,min_ns,median2_ns,p95_2_ns,allocs_op,bytes_op,zcopies_op,zmoves_op,addref_op,blk_addref_op,branches_op,mem_start,mem_build,mem_peak,mem_end,checksum,balance_ok,vgroup,extra
464,base_append,B,0,int,0,,1000,64,,,,0,,,93,5952,15,12.111,12.139,12.055,,,0.0313,768.5,16.625,16,0,0,0,474392,3940376,3960856,474392,a6ad414a035eb104,1,ba-int-1000-64,
465,base_append,C,128,string,0,,10000,32,,,,0,,,1030,32960,15,3.062,3.152,2.852,,,0.125,67,1,0,1,0,0,474424,3943144,3943144,474424,e6f2bd899677864a,1,ba-string-10000-32,
466,base_append,C,32,int,0,,1000,1024,,,,0,,,102,104448,15,2.943,3.207,2.787,,,0.0371,16.77,1,0,0,0,0,474424,2645288,2645288,474424,7b8e53e24891a6cc,1,ba-int-1000-1024,
467,base_append,C,16,string,0,,1000,4,,,,0,,,1796,7184,15,4.744,4.779,4.715,,,1,88,1,0,1,0,0,474424,1296536,1296536,474424,5388a4bfc5c1298a,1,ba-string-1000-4,
468,base_append,C,128,string,0,,10000,16,,,,0,,,1027,16432,15,3.035,3.048,3.023,,,0.25,134,1,0,1,0,0,474424,3934560,3934560,474424,442e58edb84b240e,1,ba-string-10000-16,
469,linear,C,128,object,1,16384,,,,,,0,,,1,16384,15,39.95,40.924,37.267,,,1.0083,48.19,1,0,1,64.4922,0,474328,2629904,2629904,728280,6197cb953c2f1bf3,1,lin-ret-object-16384,
470,base_append,A,0,string,0,,100000,64,,,,0,,,1,64,15,198219.406,200220.703,197522.125,,,1,1600528,100032.5,0,100032.5,0,0,474424,9281608,10883144,474424,25f64f6b5d86baac,1,ba-string-100000-64,
471,linear,C,64,string,0,1024,,,,,,0,,,1,1024,15,2.646,2.971,2.604,,,0.0205,16.4,1,0,1,0,0,474328,552336,552336,474328,165bfc4050d5b883,1,lin-dead-string-1024,
472,base_append,C,16,int,0,,100,64,,,,0,,,480,30720,15,3.126,3.289,2.928,,,0.1094,17.88,1,0,0,0,0,474392,1140024,1140024,474392,25c9a09dbb703120,1,ba-int-100-64,
473,branch,C,128,int,0,,1024,,,,,0,,worst,1796,1796,15,84.145,93.1,81.942,,,4,2176,128,0,0,4,1,474408,5366144,5366144,474408,f1117b8557159bbf,1,br-int-7-worst,"{""lv_at_branch"":127}"
474,linear,C,32,string,0,65536,,,,,,0,,,1,65536,8,4.123,4.435,4.008,,,0.0314,16.75,1,0,1,0,0,474440,5471616,5471616,474440,9cbbb5e4c7bc7156,1,lin-dead-string-65536,
475,read,C,32,int,0,,10000,,8,,,0,full,,100000,100000,15,0.65,0.724,0.648,,,0,0,0,0,0,0,0,474832,844616,844616,474832,000dbabb1d24e0a2,1,,
476,base_append,B,0,object,0,,10000,1,,,,0,,,19,19,15,14442.947,15140.316,13839.947,,,1,262160,10001,0,10001,0,0,474424,6383744,6383744,597304,3b1a5c0d0710a088,1,ba-object-10000-1,
477,linear,C,64,nested,0,65536,,,,,,0,,,1,65536,8,3.403,3.509,3.391,,,0.0158,16.38,1,0,1,0,0,474440,33774976,33774976,474440,f1daf9261b2e9d89,1,lin-dead-nested-65536,
478,linear,A,0,string,0,16384,,,,,,0,,,1,16384,6,16127.314,16133.197,16102.765,,,1.0001,131088,8192.5,0,8192.5,0,0,474440,1658184,1920328,474440,72b0f5230c3274cb,1,lin-dead-string-16384,
479,base_append,C,64,string,0,,100000,1024,,,,0,,,96,98304,15,3.005,3.162,2.962,,,0.0205,16.4,1,0,1,0,0,474424,9719384,9719384,474424,87451fa144f84ad8,1,ba-string-100000-1024,
480,branch,C,128,string,0,,1024,,,,,0,,worst,1027,1027,15,95.708,105.445,94.572,,,4,2176,128,0,128,4,1,474440,3367840,3367840,474440,cd88aaef3af7b8e7,1,br-string-7-worst,"{""lv_at_branch"":127}"
481,linear,B,0,int,1,1024,,,,,,0,,,1,1024,15,801.188,834.147,795.248,,,1.001,10938.77,512.5,0,0,0,0,474328,15397544,15397544,474328,10d750485dff5f42,1,lin-ret-int-1024,
482,linear,C,128,int,1,65536,,,,,,0,,,1,65536,5,265.511,279.734,262.77,,,1.008,48.19,1,0,0,256.4922,0,474408,5459296,5459296,474408,9f836d3a8baba8bc,1,lin-ret-int-65536,
483,foreach,A,0,int,0,,12048,,0,,,0,,,80,963840,15,0.53,0.534,0.504,,,0,0,0,0,0,0,0,474448,0,867664,474448,0000178798d33608,1,fe-int-12048,"{""sink"":37280330035700490}"
484,base_append,C,32,int,0,,100,16,,,,0,,,1200,19200,15,2.839,2.852,2.782,,,0.25,38,1,0,0,0,0,474392,1364152,1364152,474392,526e2275c1539cf5,1,ba-int-100-16,
485,linear,C,128,string,0,1024,,,,,,0,,,1,1024,15,2.604,3.662,2.522,,,0.0117,16.21,1,0,1,0,0,474328,552272,552272,474328,165bfc4050d5b883,1,lin-dead-string-1024,
486,destroy,A,0,string,0,16384,,,,,,0,,,1,16384,8,1.071,1.109,1.068,,,0,0,0,0,0,0,0,474440,1658184,1920328,474440,0000000000000000,1,,
487,read,C,32,int,0,,10000,,8,,,0,mixed,,100000,100000,15,0.668,0.698,0.659,,,0,0,0,0,0,0,0,474832,844616,844616,474832,000dd9f05d27c9e2,1,,
488,linear,C,128,nested,0,1024,,,,,,0,,,1,1024,15,2.89,3.377,2.848,,,0.0117,16.21,1,0,1,0,0,474328,994640,994640,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
489,base_append,C,128,string,0,,100000,4,,,,0,,,1200,4800,15,5.121,5.2,5.095,,,1,536,1,0,1,0,0,474424,10867576,10867576,474424,6b3786d1e674a16c,1,ba-string-100000-4,
490,linear,C,32,object,0,1024,,,,,,0,,,1,1024,15,2.768,2.93,2.767,,,0.0371,16.77,1,0,1,0,0,474328,560656,560656,482520,6d7d60429257bfdf,1,lin-dead-object-1024,
491,foreach,C,64,int,0,,10000,,0,,,0,,,98,980000,15,0.495,0.531,0.494,,,0,0,0,0,0,0,0,474448,0,802160,474448,000013873287b208,1,fe-int-10000,"{""sink"":37897002055266600}"
492,linear,C,16,int,1,1024,,,,,,0,,,1,1024,15,15.137,15.828,14.934,,,1.0693,49.52,1,0,0,32.4375,0,474328,552720,552720,474328,10d750485dff5f42,1,lin-ret-int-1024,
493,vcreate,C,32,int,0,,64,,8,,,0,,,898,898,15,18.141,18.699,17.91,16.472,16.935,4,704,1,0,0,8,1,474376,0,1237296,474376,0000000000000000,1,,
494,base_append,C,16,string,0,,1000,1024,,,,0,,,54,55296,15,3.272,3.474,3.248,,,0.0693,17.52,1,0,1,0,0,474424,1741608,1741608,474424,855adeaaec7a8476,1,ba-string-1000-1024,
495,base_append,A,0,int,0,,10000,16,,,,0,,,1,16,15,14283.813,14778.625,14247.375,,,1,160144,10008.5,0,0,0,0,474424,965960,1129800,474424,4277fcf600eb5748,1,ba-int-10000-16,
496,base_append,C,64,int,0,,1000,1024,,,,0,,,88,90112,15,2.685,2.797,2.565,,,0.0205,16.4,1,0,0,0,0,474424,2342808,2342808,474424,7b8e53e24891a6cc,1,ba-int-1000-1024,
497,base_append,A,0,int,0,,100,1,,,,0,,,3571,3571,15,44.187,44.269,44.164,,,1,1624,101,0,0,0,0,474392,6905880,6905880,474392,f75ffeb8407d8c47,1,ba-int-100-1,
498,base_append,C,32,string,0,,1000,4,,,,0,,,1442,5768,15,4.811,4.927,4.768,,,1,152,1,0,1,0,0,474424,1609448,1609448,474424,5388a4bfc5c1298a,1,ba-string-1000-4,
499,base_append,C,64,int,0,,1000,4,,,,0,,,4096,16384,15,4.445,4.466,4.428,,,1,280,1,0,0,0,0,474392,6143288,6143288,474392,f1591d888dcf0d7e,1,ba-int-1000-4,
500,linear,B,0,nested,1,1024,,,,,,0,,,1,1024,15,955.484,969.93,943.156,,,1.001,10938.77,512.5,0,512.5,0,0,474328,15880872,15880872,474328,a7c9ef95cc20ecef,1,lin-ret-nested-1024,
501,base_append,A,0,int,0,,100,4,,,,0,,,313,1252,15,130.324,130.891,129.093,,,1,1648,102.5,0,0,0,0,474392,1041432,1043224,474392,516dfccebf7220d1,1,ba-int-100-4,
502,invisible,C,64,string,0,641,1000,2560,,,,0,,,1,1,0,,,,,,0,0,0,0,0,0,0,474384,0,742312,474384,69b5b6d9674fe4d6,1,,"{""live_slots_tip"":3560,""live_bytes_tip"":57888,""live_slots_snap"":1704,""live_bytes_snap"":27928,""visible_count"":1641,""invisible_slots"":63,""invisible_slot_bound"":64,""blocks_live_snap"":11,""spine_arr_bytes_snap"":512}"
503,branch,C,16,string,0,,1024,,,,,0,,boundary,4096,4096,15,16.256,17.375,16.093,,,4,384,1,0,1,5,1,474448,2396456,2396456,474448,dc9b1cd9a67bd837,1,br-string-4-boundary,"{""lv_at_branch"":16}"
504,invisible,C,64,string,0,672,1000,2560,,,,0,,,1,1,0,,,,,,0,0,0,0,0,0,0,474384,0,742312,474384,86ace76608789bed,1,,"{""live_slots_tip"":3560,""live_bytes_tip"":57888,""live_slots_snap"":1704,""live_bytes_snap"":27928,""visible_count"":1672,""invisible_slots"":32,""invisible_slot_bound"":64,""blocks_live_snap"":11,""spine_arr_bytes_snap"":512}"
505,linear,A,0,string,0,4096,,,,,,0,,,1,4096,15,3998.871,4006.856,3977.803,,,1.0002,32784,2048.5,0,2048.5,0,0,474328,773336,838872,474328,d1ed2231f0a267b3,1,lin-dead-string-4096,
506,base_append,B,0,int,0,,10000,16,,,,0,,,23,368,15,611.978,641.304,595.448,,,0.0625,16385,626,0,0,0,0,474424,6925816,6925816,474424,4277fcf600eb5748,1,ba-int-10000-16,
507,foreach,A,0,int,0,,10032,,0,,,0,,,96,963072,15,0.495,0.541,0.494,,,0,0,0,0,0,0,0,474448,0,802128,474448,000013979e3bc218,1,fe-int-10032,"{""sink"":37245972255466520}"
508,vcreate,C,32,int,0,,64,,1024,,,0,,,90,90,15,682.4,706.944,646.756,745.833,765.278,4,16960,1,0,0,1024,1,474376,0,3213808,474376,0000000000000000,1,,
509,destroy,C,128,string,1,16384,,,,,,0,,,1,16384,6,47.022,64.102,41.143,,,0,0,0,0,0,0,0,474440,2376064,2376064,474440,0000000000000000,1,,
510,base_append,C,128,int,0,,10000,16,,,,0,,,1435,22960,15,2.749,3.267,2.737,,,0.25,134,1,0,0,0,0,474424,4614304,4614304,474424,4277fcf600eb5748,1,ba-int-10000-16,
511,base_append,A,0,string,0,,10000,1,,,,0,,,20,20,15,10200,12812.5,9893.75,,,1,160024,10001,0,10001,0,0,474424,4479104,4479104,474424,a8c9836683df5cf5,1,ba-string-10000-1,
512,base_append,C,64,string,0,,1000,32,,,,0,,,721,23072,15,2.87,2.998,2.853,,,0.125,35,1,0,1,0,0,474424,1547120,1547120,474424,cbb30a3ef264de0b,1,ba-string-1000-32,
513,linear,C,64,object,0,65536,,,,,,0,,,1,65536,8,4.236,4.464,3.96,,,0.0158,16.38,1,0,1,0,0,474440,6503808,6503808,1514824,d4d0b339df764e0a,1,lin-dead-object-65536,
514,base_append,C,64,string,0,,10000,32,,,,0,,,1200,38400,15,2.9,2.955,2.858,,,0.125,35,1,0,1,0,0,474424,2857304,2857304,474424,e6f2bd899677864a,1,ba-string-10000-32,
515,linear,C,32,object,1,16384,,,,,,0,,,1,16384,15,88.87,89.244,88.684,,,1.0319,48.75,1,0,1,256.4688,0,474328,2632976,2632976,728280,6197cb953c2f1bf3,1,lin-ret-object-16384,
516,destroy,A,0,int,0,16384,,,,,,0,,,1,16384,8,0.987,0.989,0.984,,,0,0,0,0,0,0,0,474408,1002792,1264936,474408,0000000000000000,1,,
517,foreach,C,32,int,0,,10000,,1,,,0,,,95,953040,15,0.531,0.538,0.495,,,0,0,0,0,0,0,0,474448,0,802856,474448,000013979e3bc218,1,fe-int-10032,"{""sink"":36858217772760680}"
518,base_append,C,128,int,0,,1000,16,,,,0,,,898,14368,15,2.74,2.755,2.726,,,0.25,134,1,0,0,0,0,474392,2893288,2893288,474392,cc89482edb8ba160,1,ba-int-1000-16,
519,branch,C,128,int,0,,1024,,,,,0,,half,1442,1442,15,61.316,63.222,59.755,,,4,2176,65,0,0,4,1,474408,4413328,4413328,474408,5934bac54a9d0773,1,br-int-7-half,"{""lv_at_branch"":64}"
520,base_append,A,0,string,0,,100,16,,,,0,,,94,1504,15,183.898,184.009,183.732,,,1,1744,108.5,0,108.5,0,0,474424,676184,678232,474424,a433fde0ca4b111f,1,ba-string-100-16,
521,linear,A,0,object,0,16384,,,,,,0,,,1,16384,6,23624.352,23703.608,23582.497,,,1.0001,131088,8192.5,0,8192.5,0,0,474440,1912136,2174280,728392,6197cb953c2f1bf3,1,lin-dead-object-16384,
522,base_append,C,128,int,0,,10000,1,,,,0,,,4096,4096,15,10.651,10.671,10.62,,,4,2144,1,0,0,0,0,474392,11681080,11681080,474392,a1b6c487627f1a40,1,ba-int-10000-1,
523,base_append,C,64,string,0,,10000,1,,,,0,,,900,900,15,10.787,10.833,10.74,,,4,1120,1,0,1,0,0,474424,2441568,2441568,474424,a8c9836683df5cf5,1,ba-string-10000-1,
524,base_append,A,0,int,0,,100000,1,,,,0,,,2,2,15,115666.5,121395.5,112917,,,1,1600024,100001,0,0,0,0,474392,6880552,6880552,474392,3b335e27ff112313,1,ba-int-100000-1,
525,branch,A,0,string,0,,1024,,,,,0,,half,143,143,15,617.133,685.608,571.678,,,1,17560,1097,0,1097,0,0,474408,3489288,3489288,474408,d5f696839b6846d3,1,br-string-4-half,"{""lv_at_branch"":8}"
526,destroy,A,0,string,1,2048,,,,,,0,,,1,2048,6,1164.693,1200.094,1150.126,,,0,0,0,0,0,0,0,474440,37926896,37926896,474440,0000000000000000,1,,
527,base_append,C,64,int,0,,100,1024,,,,0,,,98,100352,15,2.882,3.031,2.721,,,0.0205,16.4,1,0,0,0,0,474424,2522696,2522696,474424,fd243c73dbc412f0,1,ba-int-100-1024,
528,linear,C,16,int,0,4096,,,,,,0,,,1,4096,15,2.482,2.533,2.472,,,0.0647,17.51,1,0,0,0,0,474328,623888,623888,474328,e1afe464a1eeb2fb,1,lin-dead-int-4096,
529,vcreate,C,16,int,0,,64,,1,,,0,,,1785,1785,15,13.515,13.585,13.398,12.511,12.792,4,352,1,0,0,1,1,474376,0,1222264,474376,0000000000000000,1,,
530,base_append,C,16,int,0,,10000,4,,,,0,,,2400,9600,15,4.414,4.436,4.384,,,1,88,1,0,0,0,0,474392,1801784,1801784,474392,99f950c746178658,1,ba-int-10000-4,
531,base_append,C,64,int,0,,100000,1,,,,0,,,2400,2400,15,10.59,10.625,10.521,,,4,1120,1,0,0,0,0,474424,6981208,6981208,474424,3b335e27ff112313,1,ba-int-100000-1,
532,linear,C,16,nested,0,1024,,,,,,0,,,1,1024,15,3.011,3.052,2.93,,,0.0693,17.52,1,0,1,0,0,474328,995088,995088,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
533,base_append,C,128,string,0,,10000,64,,,,0,,,655,41920,15,2.773,3.15,2.674,,,0.0625,33.5,1,0,1,0,0,474424,2947328,2947328,474424,d1288a0148114f2a,1,ba-string-10000-64,
534,base_append,B,0,string,0,,1000,16,,,,0,,,171,2736,15,42.855,77.029,39.261,,,0.0625,1025,63.5,0,63.5,0,0,474424,4051448,4051448,474424,8e67b0ddf64b5e5e,1,ba-string-1000-16,
535,branch,B,0,int,0,,1024,,,,,0,,half,101,101,15,576.327,1429.871,566.832,,,1,32784,1097,0,0,0,0,474408,4239528,4239528,474408,69dbb58d56a44f3a,1,br-int-4-half,"{""lv_at_branch"":8}"
536,branch,C,128,string,0,,1024,,,,,0,,boundary,1435,1435,15,16.202,17.306,15.999,,,4,2176,1,0,1,5,1,474448,4461328,4461328,474448,ba6104323bf355c2,1,br-string-7-boundary,"{""lv_at_branch"":128}"
537,base_append,C,128,int,0,,10000,1024,,,,0,,,70,71680,15,2.493,3.001,2.447,,,0.0117,16.21,1,0,0,0,0,474424,2261160,2261160,474424,9a21c971ff833e48,1,ba-int-10000-1024,
538,linear,A,0,array,1,1024,,,,,,0,,,1,1024,15,720.744,771.321,711.589,,,1.001,8208.01,512.5,0,512.5,0,0,474328,10803072,10803072,474328,ffc2777778d9050b,1,lin-ret-array-1024,
539,base_append,C,16,string,0,,10000,1024,,,,0,,,56,57344,15,3.098,3.194,2.867,,,0.0693,17.52,1,0,1,0,0,474424,2438616,2438616,474424,3206d78cb97e9326,1,ba-string-10000-1024,
540,base_append,C,16,int,0,,100000,32,,,,0,,,900,28800,15,3.129,3.466,2.995,,,0.1563,19.25,1,0,0,0,0,474424,4340920,4340920,474424,36bc3c9886230884,1,ba-int-100000-32,
541,base_append,A,0,int,0,,100,16,,,,0,,,101,1616,15,161.948,172.855,161.768,,,1,1744,108.5,0,0,0,0,474392,685976,688024,474392,526e2275c1539cf5,1,ba-int-100-16,
542,destroy,C,128,object,0,16384,,,,,,0,,,1,16384,8,2.024,2.027,2.017,,,0,0,0,0,0,0,0,474440,1974656,1974656,728392,0000000000000000,1,,
543,destroy,C,16,string,0,16384,,,,,,0,,,1,16384,8,1.211,1.236,1.198,,,0,0,0,0,0,0,0,474440,1727872,1727872,474440,0000000000000000,1,,
544,linear,C,32,object,0,65536,,,,,,0,,,1,65536,8,4.3,4.43,4.155,,,0.0314,16.75,1,0,1,0,0,474440,6512000,6512000,1514824,d4d0b339df764e0a,1,lin-dead-object-65536,
545,forks,A,0,int,0,,10000,,,16,,0,,,1,16,6,109153.625,109479.125,109065.063,9924.5,10403.625,8,1284736,80292,0,0,0,0,474784,3424032,3587872,474784,08f8bda462d864aa,1,fk-16,"{""live_bytes_all_forks"":2730888}"
546,linear,A,0,object,1,4096,,,,,,0,,,1,4096,6,3423.035,3434.113,3379.028,,,1.0002,32784,2048.5,0,2048.5,0,0,474408,143005648,143005648,531752,a90dfee62da19683,1,lin-ret-object-4096,
547,linear,A,0,int,1,4096,,,,,,0,,,1,4096,6,2746.633,2765.218,2731.506,,,1.0002,32784,2048.5,0,0,0,0,474408,142784464,142784464,474408,e1afe464a1eeb2fb,1,lin-ret-int-4096,
548,base_append,B,0,string,0,,10000,1024,,,,0,,,16,16384,15,15.132,16.739,13.967,,,0.001,256.02,10.7656,0,10.7656,0,0,474424,5519416,5519416,474424,3206d78cb97e9326,1,ba-string-10000-1024,
549,read,C,16,int,0,,10000,,8,,,0,full,,100000,100000,15,0.65,0.66,0.648,,,0,0,0,0,0,0,0,474832,837960,837960,474832,000def5d9793c962,1,,
550,linear,C,32,string,1,1024,,,,,,0,,,1,1024,15,10.092,10.254,10.05,,,1.0371,48.77,1,0,1,16.4688,0,474328,593424,593424,474328,165bfc4050d5b883,1,lin-ret-string-1024,
551,branch,C,32,string,0,,1024,,,,,0,,boundary,1200,1200,15,15.938,16.077,15.694,,,4,640,1,0,1,5,1,474448,1490536,1490536,474448,8dfdab578ff3069f,1,br-string-5-boundary,"{""lv_at_branch"":32}"
552,base_append,A,0,int,0,,100000,64,,,,0,,,1,64,15,146726.563,156371.094,146154.297,,,1,1600528,100032.5,0,0,0,0,474424,5279048,6880584,474424,4cdea0178042d4c6,1,ba-int-100000-64,
553,linear,C,32,nested,0,65536,,,,,,0,,,1,65536,8,3.509,3.6,3.434,,,0.0314,16.75,1,0,1,0,0,474440,33783168,33783168,474440,f1daf9261b2e9d89,1,lin-dead-nested-65536,
554,base_append,C,128,string,0,,100,1024,,,,0,,,69,70656,15,3.002,3.656,2.746,,,0.0117,16.21,1,0,1,0,0,474424,1963728,1963728,474424,5901fab5efd9bf2f,1,ba-string-100-1024,
555,linear,C,32,int,0,1024,,,,,,0,,,1,1024,15,2.563,2.848,2.482,,,0.0371,16.77,1,0,0,0,0,474328,511504,511504,474328,10d750485dff5f42,1,lin-dead-int-1024,
556,base_append,A,0,int,0,,100000,16,,,,0,,,1,16,15,156510.375,162052.063,151106.813,,,1,1600144,100008.5,0,0,0,0,474424,5279048,6880584,474424,3c179c6d7f79e06d,1,ba-int-100000-16,
557,destroy,C,16,object,0,16384,,,,,,0,,,1,16384,8,2.149,2.157,2.141,,,0,0,0,0,0,0,0,474440,1981824,1981824,728392,0000000000000000,1,,
558,base_append,C,64,string,0,,100000,4,,,,0,,,3614,14456,15,4.857,5.978,4.799,,,1,280,1,0,1,0,0,474424,12654408,12654408,474424,6b3786d1e674a16c,1,ba-string-100000-4,
559,base_append,C,32,string,0,,1000,1024,,,,0,,,83,84992,15,3.219,3.487,2.955,,,0.0371,16.77,1,0,1,0,0,474424,2331072,2331072,474424,855adeaaec7a8476,1,ba-string-1000-1024,
560,linear,C,64,string,1,4096,,,,,,0,,,1,4096,15,21.139,21.179,21.077,,,1.0173,48.38,1,0,1,32.4844,0,474328,950032,950032,474328,d1ed2231f0a267b3,1,lin-ret-string-4096,
561,base_append,C,16,string,0,,10000,64,,,,0,,,600,38400,15,3.031,3.273,2.964,,,0.1094,17.88,1,0,1,0,0,474424,2033688,2033688,474424,d1288a0148114f2a,1,ba-string-10000-64,
562,destroy,C,16,int,1,16384,,,,,,0,,,1,16384,6,289.368,292.989,288.383,,,0,0,0,0,0,0,0,474408,1727840,1727840,474408,0000000000000000,1,,
563,depth,C,64,int,0,,1024,,,,1024,0,,,1,1024,8,107.219,109.131,106.445,,,5.0186,1231.56,33.5,0,0,16.9844,1,474400,537432,539056,474400,17bcc9e606a533b4,1,,"{""live_bytes_depth"":34248}"
564,linear,B,0,int,1,4096,,,,,,0,,,1,4096,6,3405.111,3426.382,3398.509,,,1.0002,43706.69,2048.5,0,0,0,0,474408,195826424,195826424,474408,e1afe464a1eeb2fb,1,lin-ret-int-4096,
565,base_append,C,32,int,0,,10000,64,,,,0,,,400,25600,15,3.109,3.426,2.764,,,0.0781,17.63,1,0,0,0,0,474424,1353432,1353432,474424,f0ad57df4960eb85,1,ba-int-10000-64,
566,base_append,B,0,string,0,,1000,1024,,,,0,,,54,55296,15,3.251,3.701,3.008,,,0.002,48.03,1.9766,1,1.9766,0,0,474424,2595640,2616120,474424,855adeaaec7a8476,1,ba-string-1000-1024,
567,destroy,C,16,string,1,16384,,,,,,0,,,1,16384,6,263.385,265.523,262.255,,,0,0,0,0,0,0,0,474440,2383232,2383232,474440,0000000000000000,1,,
568,linear,C,128,int,1,16384,,,,,,0,,,1,16384,15,39.775,40.332,37.107,,,1.0083,48.19,1,0,0,64.4922,0,474328,1720592,1720592,474328,0160e968244e678b,1,lin-ret-int-16384,
569,branch,C,16,int,0,,1024,,,,,0,,boundary,4096,4096,15,15.584,16.256,15.523,,,4,384,1,0,0,5,1,474448,2352136,2352136,474448,f9284f83e7c5cc5a,1,br-int-4-boundary,"{""lv_at_branch"":16}"
570,base_append,C,16,string,0,,1000,1,,,,0,,,2400,2400,15,11.719,11.858,11.268,,,4,352,1,0,1,0,0,474424,1546944,1546944,474424,aa77e5bc29801f9b,1,ba-string-1000-1,
571,linear,C,32,string,1,4096,,,,,,0,,,1,4096,15,26.804,27.557,25.045,,,1.0332,48.76,1,0,1,64.4688,0,474328,950544,950544,474328,d1ed2231f0a267b3,1,lin-ret-string-4096,
572,base_append,B,0,int,0,,1000,1024,,,,0,,,59,60416,15,2.463,2.71,2.432,,,0.002,48.03,1.9766,1,0,0,0,474424,2699064,2719544,474424,7b8e53e24891a6cc,1,ba-int-1000-1024,
573,vcreate,C,64,int,0,,64,,1024,,,0,,,66,66,15,1193.803,1416.03,1188.136,1101.636,1292.939,4,17472,1,0,0,1024,1,474376,0,4025648,474376,0000000000000000,1,,
574,base_append,C,64,int,0,,10000,1,,,,0,,,2400,2400,15,11.268,11.354,10.503,,,4,1120,1,0,0,0,0,474392,4105784,4105784,474392,a1b6c487627f1a40,1,ba-int-10000-1,
575,linear,C,16,array,0,65536,,,,,,0,,,1,65536,8,3.143,3.368,3.098,,,0.0627,17.5,1,0,1,0,0,474408,19643744,19643744,474408,63e98e6e620efd26,1,lin-dead-array-65536,
576,base_append,C,32,string,0,,100,64,,,,0,,,800,51200,15,3.207,3.371,2.969,,,0.0781,17.63,1,0,1,0,0,474424,1588472,1588472,474424,a23575fb359b72cb,1,ba-string-100-64,
577,invisible,C,128,string,0,1344,1000,5120,,,,0,,,1,1,0,,,,,,0,0,0,0,0,0,0,474384,0,936872,474384,caae46e26f4206f4,1,,"{""live_slots_tip"":6120,""live_bytes_tip"":98848,""live_slots_snap"":2408,""live_bytes_snap"":39192,""visible_count"":2344,""invisible_slots"":64,""invisible_slot_bound"":128,""blocks_live_snap"":11,""spine_arr_bytes_snap"":512}"
578,linear,C,32,string,0,4096,,,,,,0,,,1,4096,15,3.174,4.069,3.103,,,0.0332,16.76,1,0,1,0,0,474328,786704,786704,474328,d1ed2231f0a267b3,1,lin-dead-string-4096,
579,linear,C,16,array,0,1024,,,,,,0,,,1,1024,15,2.767,2.849,2.726,,,0.0693,17.52,1,0,1,0,0,474328,773904,773904,474328,ffc2777778d9050b,1,lin-dead-array-1024,
580,base_append,C,64,string,0,,100,64,,,,0,,,900,57600,15,2.816,3.105,2.736,,,0.0625,17.5,1,0,1,0,0,474424,1725272,1725272,474424,a23575fb359b72cb,1,ba-string-100-64,
581,base_append,C,128,int,0,,100,4,,,,0,,,2400,9600,15,4.453,4.718,4.418,,,1,536,1,0,0,0,0,474392,6853688,6853688,474392,516dfccebf7220d1,1,ba-int-100-4,
582,linear,C,64,int,1,16384,,,,,,0,,,1,16384,15,74.857,75.287,70.028,,,1.0162,48.38,1,0,0,128.4844,0,474328,1721616,1721616,474328,0160e968244e678b,1,lin-ret-int-16384,
583,base_append,A,0,int,0,,100,1024,,,,0,,,1,1024,15,884.807,895.833,884.074,,,1,9808,612.5,0,0,0,0,474424,517192,537672,474424,fd243c73dbc412f0,1,ba-int-100-1024,
584,linear,C,64,nested,0,4096,,,,,,0,,,1,4096,15,3.174,3.265,3.143,,,0.0173,16.38,1,0,1,0,0,474328,2555664,2555664,474328,44fb47bd5072b14f,1,lin-dead-nested-4096,
585,base_append,B,0,int,0,,100000,16,,,,0,,,2,32,15,7226.563,8049.5,7123.688,,,0.0625,131073,6251,0,0,0,0,474424,7904632,7904632,474424,3c179c6d7f79e06d,1,ba-int-100000-16,
586,base_append,C,64,int,0,,10000,32,,,,0,,,1435,45920,15,2.598,2.678,2.587,,,0.125,35,1,0,0,0,0,474424,2777504,2777504,474424,d969fe0d6965f4c4,1,ba-int-10000-32,
587,base_append,C,64,string,0,,100,1,,,,0,,,2400,2400,15,11.059,11.111,11.007,,,4,1120,1,0,1,0,0,474424,3785760,3785760,474424,e054259b2e6163b4,1,ba-string-100-1,
588,depth,C,64,int,0,,1024,,,,16,0,,,1,16,8,98.938,104.188,96.375,,,5,1152,41.5,0,0,1,1,474400,516728,518128,474400,75ee7024baea1260,1,,"{""live_bytes_depth"":17512}"
589,vcreate,C,32,int,0,,64,,64,,,0,,,1807,1807,15,37.608,37.954,37.493,49.437,51.674,4,1600,1,0,0,64,1,474376,0,3678984,474376,0000000000000000,1,,
590,linear,B,0,string,1,1024,,,,,,0,,,1,1024,15,943.319,955.811,934.814,,,1.001,10938.77,512.5,0,512.5,0,0,474328,15438504,15438504,474328,165bfc4050d5b883,1,lin-ret-string-1024,
591,foreach,A,0,int,0,,10000,,0,,,0,,,96,960000,15,0.494,0.53,0.494,,,0,0,0,0,0,0,0,474448,0,802128,474448,000013873287b208,1,fe-int-10000,"{""sink"":37124032041674760}"
592,linear,C,64,object,1,1024,,,,,,0,,,1,1024,15,8.057,8.382,7.894,,,1.0205,48.4,1,0,1,8.4844,0,474328,601488,601488,482520,6d7d60429257bfdf,1,lin-ret-object-1024,
